localminute,dataid,meter_value
2015-10-01 01:53:33-05,2034,72376
2015-10-01 01:53:49-05,7030,141674
2015-10-01 01:54:19-05,5131,104132
2015-10-01 01:54:25-05,370,87880
2015-10-01 01:54:36-05,7287,221038
2015-10-01 01:54:37-05,5972,279326
2015-10-01 01:54:37-05,252,329214
2015-10-01 01:54:47-05,2034,72376
2015-10-01 01:54:53-05,6910,179118
2015-10-01 01:55:03-05,2034,72376
2015-10-01 01:55:05-05,4732,183836
2015-10-01 01:55:06-05,3577,172076
2015-10-01 01:55:11-05,7017,375932
2015-10-01 01:55:29-05,9295,157556
2015-10-01 01:55:59-05,5403,112906
2015-10-01 01:56:06-05,94,116644
2015-10-01 01:56:20-05,1507,390354
2015-10-01 01:56:30-05,7674,265070
2015-10-01 01:56:56-05,6910,179118
2015-10-01 01:57:07-05,3134,162376
2015-10-01 01:57:17-05,5131,104132
2015-10-01 01:57:40-05,1714,147048
2015-10-01 01:58:17-05,8084,91760
2015-10-01 01:58:21-05,9639,211658
2015-10-01 01:58:28-05,1086,83334
2015-10-01 01:58:30-05,5129,153656
2015-10-01 01:58:32-05,4296,168928
2015-10-01 01:58:35-05,1697,266172
2015-10-01 01:58:37-05,8156,251818
2015-10-01 01:58:43-05,871,106464
2015-10-01 01:59:22-05,6910,179118
2015-10-01 01:59:28-05,1086,83334
2015-10-01 01:59:31-05,1790,296366
2015-10-01 01:59:32-05,2034,72376
2015-10-01 01:59:35-05,7117,211822
2015-10-01 01:59:48-05,5193,149806
2015-10-01 02:00:11-05,7794,433364
2015-10-01 02:00:21-05,5814,802852
2015-10-01 02:00:21-05,484,99300
2015-10-01 02:00:28-05,1086,83334
2015-10-01 02:00:38-05,5439,181040
2015-10-01 02:00:54-05,5403,112906
2015-10-01 02:00:55-05,7017,375932
2015-10-01 02:01:04-05,187,263272
2015-10-01 02:01:06-05,4514,382166
2015-10-01 02:01:16-05,1185,139336
2015-10-01 02:01:21-05,9849,33632
2015-10-01 02:01:28-05,1790,296366
2015-10-01 02:01:38-05,5439,181040
2015-10-01 02:01:51-05,7287,221038
2015-10-01 02:01:56-05,5403,112906
2015-10-01 02:02:07-05,3723,242078
2015-10-01 02:02:37-05,35,93470
2015-10-01 02:02:45-05,8467,86998
2015-10-01 02:02:51-05,7287,221038
2015-10-01 02:02:58-05,4029,299884
2015-10-01 02:03:01-05,1791,130806
2015-10-01 02:03:16-05,1185,139336
2015-10-01 02:03:20-05,1507,390354
2015-10-01 02:03:33-05,2034,72376
2015-10-01 02:03:34-05,6412,133016
2015-10-01 02:03:44-05,8467,86998
2015-10-01 02:03:51-05,7287,221038
2015-10-01 02:03:51-05,1507,390354
2015-10-01 02:04:12-05,1714,147048
2015-10-01 02:04:14-05,5810,97508
2015-10-01 02:04:37-05,484,99300
2015-10-01 02:04:47-05,94,116644
2015-10-01 02:05:05-05,4514,382166
2015-10-01 02:05:11-05,484,99300
2015-10-01 02:05:28-05,1801,110108
2015-10-01 02:05:32-05,2034,72376
2015-10-01 02:05:42-05,1718,161076
2015-10-01 02:05:49-05,6910,179118
2015-10-01 02:05:49-05,6412,133016
2015-10-01 02:05:49-05,1283,167026
2015-10-01 02:06:03-05,2034,72376
2015-10-01 02:06:44-05,94,116644
2015-10-01 02:06:44-05,1086,83334
2015-10-01 02:06:46-05,744,134314
2015-10-01 02:06:49-05,7030,141674
2015-10-01 02:06:58-05,1791,130806
2015-10-01 02:07:06-05,7287,221038
2015-10-01 02:07:10-05,1589,193924
2015-10-01 02:07:14-05,1086,83334
2015-10-01 02:07:35-05,7900,178788
2015-10-01 02:07:36-05,7287,221038
2015-10-01 02:07:36-05,1507,390354
2015-10-01 02:07:46-05,484,99300
2015-10-01 02:07:49-05,7030,141674
2015-10-01 02:07:58-05,1714,147048
2015-10-01 02:08:01-05,5814,802852
2015-10-01 02:08:02-05,2034,72376
2015-10-01 02:08:09-05,8829,155850
2015-10-01 02:08:14-05,9295,157556
2015-10-01 02:08:17-05,6910,179118
2015-10-01 02:08:19-05,3367,311094
2015-10-01 02:08:44-05,7674,265070
2015-10-01 02:08:49-05,7030,141674
2015-10-01 02:08:59-05,1714,147048
2015-10-01 02:09:05-05,1507,390354
2015-10-01 02:09:29-05,1714,147048
2015-10-01 02:09:30-05,9295,157556
2015-10-01 02:09:30-05,1790,296366
2015-10-01 02:09:40-05,7017,375932
2015-10-01 02:09:48-05,9729,122186
2015-10-01 02:09:51-05,9639,211658
2015-10-01 02:09:57-05,5193,149806
2015-10-01 02:10:30-05,1714,147048
2015-10-01 02:11:04-05,7919,289212
2015-10-01 02:11:07-05,9956,95860
2015-10-01 02:11:38-05,8156,251818
2015-10-01 02:11:40-05,871,106464
2015-10-01 02:11:42-05,5814,802852
2015-10-01 02:12:02-05,2034,72378
2015-10-01 02:12:10-05,3527,235114
2015-10-01 02:12:25-05,2018,204500
2015-10-01 02:12:27-05,2449,171122
2015-10-01 02:12:38-05,9052,297560
2015-10-01 02:12:38-05,35,93470
2015-10-01 02:12:59-05,9295,157556
2015-10-01 02:13:05-05,1507,390354
2015-10-01 02:13:05-05,5131,104132
2015-10-01 02:13:11-05,94,116644
2015-10-01 02:13:25-05,222,612262
2015-10-01 02:13:27-05,1790,296366
2015-10-01 02:13:29-05,871,106464
2015-10-01 02:13:42-05,8155,243608
2015-10-01 02:13:43-05,94,116644
2015-10-01 02:13:48-05,6412,133016
2015-10-01 02:14:01-05,5785,164280
2015-10-01 02:14:15-05,1800,125008
2015-10-01 02:14:29-05,7674,265070
2015-10-01 02:14:42-05,8155,243608
2015-10-01 02:14:56-05,7017,375932
2015-10-01 02:15:02-05,5785,164280
2015-10-01 02:15:13-05,6910,179118
2015-10-01 02:16:06-05,5131,104132
2015-10-01 02:16:53-05,1791,130806
2015-10-01 02:16:53-05,5814,802852
2015-10-01 02:17:08-05,5131,104132
2015-10-01 02:17:16-05,8084,91760
2015-10-01 02:17:21-05,484,99300
2015-10-01 02:17:44-05,1792,135292
2015-10-01 02:17:46-05,1718,161076
2015-10-01 02:17:55-05,484,99300
2015-10-01 02:17:56-05,9278,115618
2015-10-01 02:18:06-05,7287,221038
2015-10-01 02:18:23-05,5810,97508
2015-10-01 02:18:42-05,5275,156990
2015-10-01 02:18:46-05,3893,89534
2015-10-01 02:18:46-05,1718,161076
2015-10-01 02:18:50-05,1791,130806
2015-10-01 02:19:29-05,7117,211822
2015-10-01 02:19:38-05,8156,251818
2015-10-01 02:20:00-05,4352,218218
2015-10-01 02:20:06-05,1507,390354
2015-10-01 02:20:14-05,1800,125008
2015-10-01 02:20:36-05,35,93470
2015-10-01 02:20:38-05,484,99300
2015-10-01 02:20:48-05,9729,122186
2015-10-01 02:20:52-05,6910,179118
2015-10-01 02:20:53-05,7741,271144
2015-10-01 02:20:57-05,3849,129834
2015-10-01 02:21:15-05,1185,139336
2015-10-01 02:21:19-05,94,116644
2015-10-01 02:21:20-05,739,88858
2015-10-01 02:21:27-05,2449,171122
2015-10-01 02:21:27-05,1714,147048
2015-10-01 02:21:27-05,5810,97508
2015-10-01 02:21:42-05,6910,179118
2015-10-01 02:21:56-05,222,612262
2015-10-01 02:21:56-05,1714,147048
2015-10-01 02:22:52-05,4356,216296
2015-10-01 02:23:10-05,484,99300
2015-10-01 02:23:11-05,4447,88648
2015-10-01 02:23:15-05,7674,265070
2015-10-01 02:23:18-05,2034,72378
2015-10-01 02:23:24-05,5810,97508
2015-10-01 02:23:35-05,1556,202690
2015-10-01 02:23:38-05,8156,251818
2015-10-01 02:23:39-05,35,93470
2015-10-01 02:23:42-05,6910,179118
2015-10-01 02:23:49-05,744,134314
2015-10-01 02:24:13-05,1086,83334
2015-10-01 02:24:28-05,1714,147048
2015-10-01 02:24:32-05,370,87880
2015-10-01 02:24:36-05,1507,390354
2015-10-01 02:24:39-05,5972,279326
2015-10-01 02:24:51-05,94,116644
2015-10-01 02:25:06-05,484,99300
2015-10-01 02:25:15-05,3893,89536
2015-10-01 02:25:21-05,7287,221038
2015-10-01 02:26:02-05,2034,72378
2015-10-01 02:26:46-05,1619,63436
2015-10-01 02:26:57-05,1283,167026
2015-10-01 02:27:02-05,2034,72378
2015-10-01 02:27:06-05,1507,390354
2015-10-01 02:27:16-05,6836,92600
2015-10-01 02:27:37-05,8156,251818
2015-10-01 02:27:38-05,9052,297560
2015-10-01 02:28:05-05,7287,221038
2015-10-01 02:28:23-05,5129,153656
2015-10-01 02:28:41-05,484,99300
2015-10-01 02:28:43-05,1086,83334
2015-10-01 02:28:44-05,2461,120210
2015-10-01 02:29:21-05,6910,179118
2015-10-01 02:29:46-05,1718,161076
2015-10-01 02:29:51-05,5814,802852
2015-10-01 02:30:05-05,5892,264390
2015-10-01 02:30:07-05,3723,242078
2015-10-01 02:30:13-05,1589,193924
2015-10-01 02:30:16-05,2980,135244
2015-10-01 02:30:17-05,2034,72378
2015-10-01 02:30:40-05,114,128296
2015-10-01 02:30:52-05,744,134314
2015-10-01 02:31:20-05,1714,147048
2015-10-01 02:31:36-05,1507,390354
2015-10-01 02:32:02-05,2034,72378
2015-10-01 02:32:02-05,5814,802852
2015-10-01 02:32:28-05,1086,83334
2015-10-01 02:32:36-05,1697,266172
2015-10-01 02:32:43-05,5810,97508
2015-10-01 02:33:09-05,3134,162376
2015-10-01 02:33:12-05,4447,88648
2015-10-01 02:33:46-05,4352,218218
2015-10-01 02:34:27-05,2449,171122
2015-10-01 02:34:28-05,1086,83334
2015-10-01 02:34:30-05,7739,149758
2015-10-01 02:34:33-05,77,58832
2015-10-01 02:34:38-05,8156,251820
2015-10-01 02:35:14-05,1086,83334
2015-10-01 02:35:28-05,1589,193924
2015-10-01 02:35:39-05,6910,179118
2015-10-01 02:35:46-05,1718,161076
2015-10-01 02:35:49-05,6412,133016
2015-10-01 02:36:02-05,5785,164280
2015-10-01 02:36:18-05,2034,72378
2015-10-01 02:36:32-05,2034,72378
2015-10-01 02:36:43-05,1086,83334
2015-10-01 02:36:44-05,94,116644
2015-10-01 02:36:56-05,7429,132644
2015-10-01 02:37:06-05,3134,162376
2015-10-01 02:37:22-05,483,360456
2015-10-01 02:37:27-05,5810,97508
2015-10-01 02:37:37-05,8156,251820
2015-10-01 02:37:43-05,4767,123022
2015-10-01 02:37:58-05,5193,149806
2015-10-01 02:38:12-05,6910,179118
2015-10-01 02:38:13-05,94,116644
2015-10-01 02:38:20-05,8829,155850
2015-10-01 02:38:27-05,7117,211822
2015-10-01 02:38:47-05,1718,161076
2015-10-01 02:38:56-05,1714,147048
2015-10-01 02:39:04-05,5785,164280
2015-10-01 02:39:10-05,5814,802852
2015-10-01 02:39:17-05,2335,202076
2015-10-01 02:39:25-05,1185,139336
2015-10-01 02:39:32-05,2034,72378
2015-10-01 02:39:33-05,94,116644
2015-10-01 02:40:26-05,1185,139336
2015-10-01 02:40:31-05,1697,266172
2015-10-01 02:40:37-05,252,329216
2015-10-01 02:40:49-05,1718,161076
2015-10-01 02:41:18-05,6412,133016
2015-10-01 02:41:28-05,1086,83334
2015-10-01 02:41:40-05,5810,97508
2015-10-01 02:41:43-05,1086,83334
2015-10-01 02:42:06-05,4732,183836
2015-10-01 02:42:18-05,9956,95860
2015-10-01 02:42:19-05,1801,110108
2015-10-01 02:42:34-05,9631,108350
2015-10-01 02:42:41-05,1714,147048
2015-10-01 02:42:44-05,9956,95860
2015-10-01 02:42:45-05,7674,265070
2015-10-01 02:42:47-05,9729,122186
2015-10-01 02:42:57-05,94,116644
2015-10-01 02:43:11-05,7794,433364
2015-10-01 02:43:12-05,484,99300
2015-10-01 02:43:16-05,2335,202076
2015-10-01 02:43:17-05,9134,230536
2015-10-01 02:43:25-05,739,88858
2015-10-01 02:43:27-05,1185,139336
2015-10-01 02:43:29-05,3893,89536
2015-10-01 02:43:35-05,9631,108350
2015-10-01 02:43:39-05,7030,141674
2015-10-01 02:43:42-05,5814,802852
2015-10-01 02:43:47-05,2034,72378
2015-10-01 02:44:06-05,1507,390354
2015-10-01 02:44:11-05,7794,433364
2015-10-01 02:44:15-05,9134,230536
2015-10-01 02:44:16-05,2018,204500
2015-10-01 02:45:02-05,2034,72378
2015-10-01 02:45:06-05,7287,221038
2015-10-01 02:45:21-05,5193,149806
2015-10-01 02:45:25-05,1185,139336
2015-10-01 02:45:25-05,7117,211822
2015-10-01 02:45:51-05,1507,390354
2015-10-01 02:46:03-05,2034,72378
2015-10-01 02:46:14-05,6910,179118
2015-10-01 02:46:16-05,4352,218218
2015-10-01 02:46:26-05,484,99300
2015-10-01 02:46:31-05,1714,147048
2015-10-01 02:46:34-05,8467,86998
2015-10-01 02:46:54-05,484,99300
2015-10-01 02:46:56-05,9278,115618
2015-10-01 02:46:58-05,1086,83334
2015-10-01 02:47:05-05,1507,390354
2015-10-01 02:47:12-05,2335,202076
2015-10-01 02:47:21-05,7287,221038
2015-10-01 02:47:38-05,9052,297560
2015-10-01 02:47:44-05,3893,89536
2015-10-01 02:47:50-05,7287,221038
2015-10-01 02:48:04-05,4514,382168
2015-10-01 02:48:08-05,4447,88648
2015-10-01 02:48:09-05,6910,179118
2015-10-01 02:48:10-05,5814,802852
2015-10-01 02:48:25-05,9474,206438
2015-10-01 02:48:46-05,9729,122186
2015-10-01 02:48:48-05,2034,72378
2015-10-01 02:48:59-05,7429,132644
2015-10-01 02:49:02-05,2034,72378
2015-10-01 02:49:02-05,4514,382168
2015-10-01 02:49:05-05,4732,183836
2015-10-01 02:49:15-05,2335,202076
2015-10-01 02:49:28-05,1185,139336
2015-10-01 02:49:32-05,2034,72378
2015-10-01 02:49:36-05,1507,390354
2015-10-01 02:49:43-05,1086,83334
2015-10-01 02:49:57-05,9278,115618
2015-10-01 02:50:05-05,7919,289214
2015-10-01 02:50:06-05,5131,104132
2015-10-01 02:50:22-05,5193,149808
2015-10-01 02:50:27-05,4029,299884
2015-10-01 02:50:35-05,871,106464
2015-10-01 02:50:58-05,744,134314
2015-10-01 02:51:00-05,7674,265070
2015-10-01 02:51:07-05,739,88860
2015-10-01 02:51:09-05,5193,149808
2015-10-01 02:51:18-05,3039,133640
2015-10-01 02:51:20-05,7287,221038
2015-10-01 02:51:40-05,5814,802852
2015-10-01 02:51:51-05,1507,390354
2015-10-01 02:51:52-05,94,116644
2015-10-01 02:52:07-05,5785,164280
2015-10-01 02:52:14-05,3635,151330
2015-10-01 02:52:34-05,77,58832
2015-10-01 02:52:38-05,5439,181040
2015-10-01 02:52:46-05,1589,193924
2015-10-01 02:53:07-05,6910,179118
2015-10-01 02:53:09-05,5785,164280
2015-10-01 02:53:17-05,2034,72378
2015-10-01 02:53:34-05,6412,133016
2015-10-01 02:53:37-05,8156,251820
2015-10-01 02:53:39-05,6910,179118
2015-10-01 02:53:42-05,7030,141674
2015-10-01 02:53:43-05,1086,83334
2015-10-01 02:53:46-05,5403,112906
2015-10-01 02:54:11-05,7794,433364
2015-10-01 02:54:26-05,5814,802852
2015-10-01 02:54:33-05,6412,133016
2015-10-01 02:54:45-05,4352,218218
2015-10-01 02:54:48-05,739,88860
2015-10-01 02:55:36-05,7287,221038
2015-10-01 02:55:39-05,9631,108350
2015-10-01 02:55:53-05,6910,179118
2015-10-01 02:56:14-05,1714,147048
2015-10-01 02:56:14-05,1086,83334
2015-10-01 02:56:21-05,2335,202076
2015-10-01 02:56:28-05,7117,211822
2015-10-01 02:56:45-05,7030,141676
2015-10-01 02:56:50-05,9729,122186
2015-10-01 02:57:25-05,94,116644
2015-10-01 02:57:27-05,1185,139336
2015-10-01 02:57:28-05,7117,211822
2015-10-01 02:57:36-05,7287,221038
2015-10-01 02:57:43-05,1792,135292
2015-10-01 02:57:50-05,1507,390354
2015-10-01 02:57:54-05,5193,149808
2015-10-01 02:58:16-05,2018,204500
2015-10-01 02:58:20-05,2335,202076
2015-10-01 02:58:26-05,5193,149808
2015-10-01 02:58:33-05,5810,97508
2015-10-01 02:58:33-05,2034,72378
2015-10-01 02:58:48-05,2034,72378
2015-10-01 02:58:49-05,5810,97508
2015-10-01 02:59:31-05,7117,211822
2015-10-01 02:59:33-05,2034,72378
2015-10-01 02:59:36-05,7287,221038
2015-10-01 02:59:41-05,1697,266174
2015-10-01 03:00:04-05,94,116644
2015-10-01 03:00:18-05,94,116644
2015-10-01 03:00:42-05,6910,179118
2015-10-01 03:00:44-05,3893,89536
2015-10-01 03:00:53-05,9729,122186
2015-10-01 03:01:02-05,2034,72378
2015-10-01 03:01:13-05,9134,230536
2015-10-01 03:01:24-05,2335,202076
2015-10-01 03:01:32-05,4296,168928
2015-10-01 03:02:20-05,5129,153658
2015-10-01 03:02:22-05,6910,179118
2015-10-01 03:02:51-05,9639,211658
2015-10-01 03:03:06-05,6910,179118
2015-10-01 03:03:09-05,2638,171832
2015-10-01 03:03:18-05,3367,311094
2015-10-01 03:03:31-05,2129,172150
2015-10-01 03:03:36-05,1507,390354
2015-10-01 03:03:50-05,7287,221038
2015-10-01 03:04:05-05,6910,179118
2015-10-01 03:04:13-05,5810,97508
2015-10-01 03:04:20-05,2965,191490
2015-10-01 03:04:24-05,1589,193924
2015-10-01 03:04:28-05,1086,83334
2015-10-01 03:04:37-05,8156,251820
2015-10-01 03:04:40-05,1697,266174
2015-10-01 03:05:12-05,7794,433364
2015-10-01 03:05:16-05,2980,135244
2015-10-01 03:05:17-05,2034,72378
2015-10-01 03:05:21-05,2335,202076
2015-10-01 03:05:22-05,9849,33632
2015-10-01 03:05:44-05,5403,112906
2015-10-01 03:05:47-05,1283,167026
2015-10-01 03:05:51-05,7287,221038
2015-10-01 03:06:03-05,7429,132644
2015-10-01 03:06:14-05,1801,110108
2015-10-01 03:06:57-05,1791,130806
2015-10-01 03:07:06-05,484,99300
2015-10-01 03:07:22-05,9639,211658
2015-10-01 03:07:42-05,5403,112906
2015-10-01 03:07:45-05,7030,141676
2015-10-01 03:07:49-05,6412,133016
2015-10-01 03:07:59-05,1086,83336
2015-10-01 03:08:18-05,94,116644
2015-10-01 03:08:26-05,484,99300
2015-10-01 03:08:31-05,114,128296
2015-10-01 03:09:15-05,3893,89536
2015-10-01 03:09:37-05,8156,251820
2015-10-01 03:09:47-05,2034,72378
2015-10-01 03:09:54-05,1791,130806
2015-10-01 03:09:57-05,5810,97508
2015-10-01 03:10:06-05,1800,125008
2015-10-01 03:10:15-05,9295,157556
2015-10-01 03:10:22-05,5129,153658
2015-10-01 03:10:26-05,5193,149808
2015-10-01 03:10:37-05,8156,251820
2015-10-01 03:10:42-05,5403,112908
2015-10-01 03:10:53-05,7741,271144
2015-10-01 03:11:03-05,6910,179118
2015-10-01 03:11:17-05,6910,179118
2015-10-01 03:11:21-05,1507,390356
2015-10-01 03:11:33-05,6412,133016
2015-10-01 03:11:40-05,4998,162992
2015-10-01 03:11:47-05,2034,72378
2015-10-01 03:12:00-05,9295,157556
2015-10-01 03:12:14-05,5810,97508
2015-10-01 03:12:26-05,7017,375932
2015-10-01 03:12:31-05,1185,139336
2015-10-01 03:12:42-05,94,116644
2015-10-01 03:12:43-05,5403,112908
2015-10-01 03:13:04-05,9956,95860
2015-10-01 03:13:05-05,5131,104132
2015-10-01 03:13:14-05,3893,89536
2015-10-01 03:14:01-05,4514,382168
2015-10-01 03:14:38-05,8156,251820
2015-10-01 03:14:49-05,5810,97508
2015-10-01 03:15:06-05,1714,147048
2015-10-01 03:15:08-05,871,106464
2015-10-01 03:15:20-05,4447,88648
2015-10-01 03:15:27-05,2449,171122
2015-10-01 03:16:25-05,5814,802852
2015-10-01 03:16:26-05,1042,203292
2015-10-01 03:16:28-05,370,87880
2015-10-01 03:16:30-05,1185,139336
2015-10-01 03:16:32-05,2034,72378
2015-10-01 03:16:37-05,252,329216
2015-10-01 03:16:49-05,1791,130806
2015-10-01 03:16:51-05,1507,390356
2015-10-01 03:17:00-05,3893,89536
2015-10-01 03:17:02-05,3134,162376
2015-10-01 03:17:07-05,9639,211658
2015-10-01 03:17:18-05,2034,72378
2015-10-01 03:17:28-05,1086,83336
2015-10-01 03:17:45-05,3893,89536
2015-10-01 03:17:47-05,2034,72378
2015-10-01 03:18:05-05,7287,221038
2015-10-01 03:18:10-05,484,99300
2015-10-01 03:18:21-05,3635,151330
2015-10-01 03:18:28-05,1086,83336
2015-10-01 03:18:30-05,8084,91760
2015-10-01 03:18:35-05,2575,138786
2015-10-01 03:18:46-05,1619,63436
2015-10-01 03:18:51-05,5810,97508
2015-10-01 03:18:53-05,4767,123022
2015-10-01 03:18:56-05,7017,375932
2015-10-01 03:19:03-05,1714,147048
2015-10-01 03:19:05-05,8086,228182
2015-10-01 03:19:11-05,9134,230536
2015-10-01 03:19:41-05,1697,266174
2015-10-01 03:19:46-05,5403,112908
2015-10-01 03:19:51-05,484,99300
2015-10-01 03:20:00-05,5193,149808
2015-10-01 03:20:05-05,1507,390356
2015-10-01 03:20:30-05,7674,265070
2015-10-01 03:20:35-05,1589,193924
2015-10-01 03:20:38-05,8156,251820
2015-10-01 03:20:43-05,8155,243610
2015-10-01 03:20:53-05,3849,129834
2015-10-01 03:20:58-05,4029,299884
2015-10-01 03:21:05-05,4732,183836
2015-10-01 03:21:13-05,4029,299884
2015-10-01 03:21:23-05,5810,97508
2015-10-01 03:21:29-05,3893,89536
2015-10-01 03:21:37-05,252,329216
2015-10-01 03:21:52-05,5810,97508
2015-10-01 03:22:01-05,4514,382168
2015-10-01 03:22:02-05,2034,72378
2015-10-01 03:22:06-05,3723,242086
2015-10-01 03:22:06-05,3577,172076
2015-10-01 03:22:18-05,6412,133016
2015-10-01 03:22:20-05,1507,390356
2015-10-01 03:22:26-05,5129,153658
2015-10-01 03:22:33-05,5193,149808
2015-10-01 03:22:54-05,5814,802852
2015-10-01 03:23:04-05,1589,193924
2015-10-01 03:23:12-05,9134,230536
2015-10-01 03:23:25-05,7739,149760
2015-10-01 03:23:31-05,4296,168928
2015-10-01 03:23:38-05,8156,251820
2015-10-01 03:23:48-05,871,106464
2015-10-01 03:24:13-05,4029,299884
2015-10-01 03:24:14-05,1086,83336
2015-10-01 03:24:18-05,94,116644
2015-10-01 03:24:30-05,7674,265070
2015-10-01 03:24:36-05,1507,390356
2015-10-01 03:26:00-05,4514,382168
2015-10-01 03:26:02-05,2034,72378
2015-10-01 03:26:10-05,2638,171832
2015-10-01 03:26:25-05,2129,172150
2015-10-01 03:26:36-05,9639,211658
2015-10-01 03:26:42-05,6910,179118
2015-10-01 03:27:28-05,114,128296
2015-10-01 03:27:43-05,1086,83336
2015-10-01 03:27:46-05,1619,63436
2015-10-01 03:27:51-05,9639,211658
2015-10-01 03:27:55-05,1718,161076
2015-10-01 03:27:58-05,7460,279258
2015-10-01 03:28:27-05,5814,802852
2015-10-01 03:28:59-05,5814,802852
2015-10-01 03:29:05-05,5892,264390
2015-10-01 03:29:05-05,6910,179118
2015-10-01 03:29:07-05,9121,193612
2015-10-01 03:29:29-05,7674,265070
2015-10-01 03:29:39-05,7030,141676
2015-10-01 03:29:40-05,5193,149808
2015-10-01 03:29:42-05,5403,112908
2015-10-01 03:29:48-05,1283,167026
2015-10-01 03:29:51-05,9639,211658
2015-10-01 03:29:56-05,3849,129834
2015-10-01 03:29:58-05,1086,83336
2015-10-01 03:30:06-05,3527,235116
2015-10-01 03:30:09-05,7429,132644
2015-10-01 03:30:12-05,7794,433364
2015-10-01 03:30:13-05,1801,110108
2015-10-01 03:30:17-05,2034,72378
2015-10-01 03:30:44-05,7674,265070
2015-10-01 03:31:17-05,7739,149760
2015-10-01 03:31:19-05,3039,133640
2015-10-01 03:31:33-05,5636,220420
2015-10-01 03:31:45-05,1283,167026
2015-10-01 03:32:18-05,5814,802852
2015-10-01 03:32:20-05,7117,211822
2015-10-01 03:32:25-05,484,99300
2015-10-01 03:32:31-05,5810,97508
2015-10-01 03:32:49-05,6412,133016
2015-10-01 03:33:02-05,2034,72378
2015-10-01 03:33:03-05,9121,193612
2015-10-01 03:33:14-05,1801,110108
2015-10-01 03:33:21-05,7287,221038
2015-10-01 03:33:32-05,2034,72378
2015-10-01 03:33:37-05,252,329216
2015-10-01 03:33:37-05,7030,141676
2015-10-01 03:33:42-05,4998,162994
2015-10-01 03:33:50-05,6910,179118
2015-10-01 03:33:50-05,7287,221038
2015-10-01 03:34:28-05,8467,86998
2015-10-01 03:34:33-05,6412,133016
2015-10-01 03:34:34-05,370,87880
2015-10-01 03:34:45-05,1791,130806
2015-10-01 03:34:50-05,1507,390356
2015-10-01 03:35:00-05,7674,265072
2015-10-01 03:35:16-05,2335,202076
2015-10-01 03:35:16-05,1801,110108
2015-10-01 03:35:18-05,5785,164280
2015-10-01 03:35:23-05,7117,211822
2015-10-01 03:35:30-05,5810,97508
2015-10-01 03:35:36-05,1507,390356
2015-10-01 03:35:36-05,9639,211658
2015-10-01 03:35:50-05,1507,390356
2015-10-01 03:35:53-05,6910,179118
2015-10-01 03:35:54-05,9956,95860
2015-10-01 03:35:54-05,94,116644
2015-10-01 03:36:27-05,8467,86998
2015-10-01 03:36:28-05,1086,83336
2015-10-01 03:36:40-05,6910,179118
2015-10-01 03:37:19-05,5785,164280
2015-10-01 03:37:27-05,2449,171122
2015-10-01 03:37:28-05,484,99300
2015-10-01 03:37:36-05,1507,390356
2015-10-01 03:37:37-05,7030,141676
2015-10-01 03:37:38-05,5439,181040
2015-10-01 03:37:45-05,94,116644
2015-10-01 03:37:54-05,6910,179118
2015-10-01 03:37:55-05,5810,97508
2015-10-01 03:38:00-05,9295,157558
2015-10-01 03:38:23-05,4447,88648
2015-10-01 03:38:26-05,6910,179118
2015-10-01 03:38:37-05,252,329216
2015-10-01 03:38:38-05,9052,297560
2015-10-01 03:39:01-05,9729,122188
2015-10-01 03:39:03-05,94,116644
2015-10-01 03:39:07-05,3577,172076
2015-10-01 03:39:19-05,3367,311094
2015-10-01 03:39:33-05,6412,133016
2015-10-01 03:39:33-05,5636,220420
2015-10-01 03:39:38-05,5439,181040
2015-10-01 03:39:58-05,1086,83336
2015-10-01 03:40:03-05,5193,149808
2015-10-01 03:40:06-05,1714,147050
2015-10-01 03:40:11-05,7794,433366
2015-10-01 03:40:14-05,5810,97508
